student_id,subject,season,test_date,scale_score,perf_level
200726,ELA,Spring,2025-04-13,681.0,Approaching
200726,Math,Fall,2024-10-19,758.3,Advanced
200726,Math,Spring,2025-04-23,642.5,Below
200395,ELA,Fall,2024-10-20,637.2,Below
200395,ELA,Spring,2025-04-21,608.0,Below
200395,Math,Fall,2024-10-15,645.9,Below
200395,Math,Spring,2025-04-26,617.6,Below
200530,ELA,Fall,2024-10-21,627.4,Below
200530,ELA,Spring,2025-04-21,686.9,Approaching
200530,Math,Fall,2024-10-16,647.5,Below
200530,Math,Spring,2025-04-23,658.4,Approaching
200084,ELA,Fall,2024-10-09,780.2,Advanced
200084,ELA,Spring,2025-04-17,740.9,Proficient
200084,Math,Fall,2024-10-20,796.3,Advanced
200084,Math,Spring,2025-04-15,740.8,Proficient
200272,ELA,Fall,2024-10-17,578.5,Below
200272,ELA,Spring,2025-04-23,756.5,Advanced
200272,Math,Fall,2024-10-20,747.1,Proficient
200272,Math,Spring,2025-04-16,711.5,Proficient
200766,ELA,Fall,2024-10-16,792.5,Advanced
200766,ELA,Spring,2025-04-13,786.4,Advanced
200766,Math,Fall,2024-10-14,659.9,Approaching
200766,Math,Spring,2025-04-22,651.2,Approaching
200746,ELA,Fall,2024-10-20,733.3,Proficient
200746,ELA,Spring,2025-04-25,609.9,Below
200746,Math,Fall,2024-10-11,711.2,Proficient
200746,Math,Spring,2025-04-19,747.2,Proficient
200163,ELA,Fall,2024-10-17,797.2,Advanced
200163,ELA,Spring,2025-04-20,651.2,Approaching
200163,Math,Fall,2024-10-20,720.0,Proficient
200163,Math,Spring,2025-04-16,737.1,Proficient
200352,ELA,Fall,2024-10-08,781.4,Advanced
200352,ELA,Spring,2025-04-14,677.6,Approaching
200352,Math,Fall,2024-10-13,871.0,Advanced
200352,Math,Spring,2025-04-22,725.4,Proficient
200250,ELA,Fall,2024-10-20,626.1,Below
200250,ELA,Spring,2025-04-24,676.1,Approaching
200250,Math,Fall,2024-10-11,817.5,Advanced
200250,Math,Spring,2025-04-23,655.9,Approaching
200697,ELA,Fall,2024-10-12,711.3,Proficient
200697,ELA,Spring,2025-04-20,731.0,Proficient
200697,Math,Fall,2024-10-17,670.4,Approaching
200697,Math,Spring,2025-04-21,666.8,Approaching
200300,ELA,Fall,2024-10-10,824.3,Advanced
200300,ELA,Spring,2025-04-26,696.5,Approaching
200300,Math,Fall,2024-10-13,728.2,Proficient
200300,Math,Spring,2025-04-15,750.6,Advanced
200151,ELA,Fall,2024-10-09,704.7,Proficient
200151,ELA,Spring,2025-04-23,748.7,Proficient
200151,Math,Fall,2024-10-08,711.4,Proficient
200151,Math,Spring,2025-04-21,631.1,Below
200612,ELA,Fall,2024-10-11,607.9,Below
200612,ELA,Spring,2025-04-23,695.5,Approaching
200612,Math,Fall,2024-10-17,773.1,Advanced
200612,Math,Spring,2025-04-25,726.6,Proficient
200504,ELA,Fall,2024-10-12,699.3,Approaching
200504,ELA,Spring,2025-04-26,585.0,Below
200504,Math,Fall,2024-10-11,653.3,Approaching
200504,Math,Spring,2025-04-26,685.4,Approaching
200341,ELA,Fall,2024-10-15,681.1,Approaching
200341,ELA,Spring,2025-04-26,672.6,Approaching
200341,Math,Fall,2024-10-14,696.6,Approaching
200341,Math,Spring,2025-04-21,682.0,Approaching
200495,ELA,Fall,2024-10-08,740.0,Proficient
200495,ELA,Spring,2025-04-16,656.1,Approaching
200495,Math,Fall,2024-10-12,572.0,Below
200495,Math,Spring,2025-04-26,775.1,Advanced
200467,ELA,Fall,2024-10-16,732.4,Proficient
200467,ELA,Spring,2025-04-18,684.6,Approaching
200467,Math,Fall,2024-10-18,737.8,Proficient
200467,Math,Spring,2025-04-24,702.9,Proficient
200578,ELA,Fall,2024-10-10,701.4,Proficient
200578,ELA,Spring,2025-04-20,722.5,Proficient
200578,Math,Fall,2024-10-17,728.7,Proficient
200578,Math,Spring,2025-04-13,662.4,Approaching
200694,ELA,Fall,2024-10-12,668.7,Approaching
200694,ELA,Spring,2025-04-14,720.8,Proficient
200694,Math,Fall,2024-10-10,727.2,Proficient
200694,Math,Spring,2025-04-22,737.2,Proficient
200692,ELA,Fall,2024-10-13,684.9,Approaching
200692,ELA,Spring,2025-04-24,643.8,Below
200692,Math,Fall,2024-10-14,788.7,Advanced
200692,Math,Spring,2025-04-24,656.6,Approaching
200509,ELA,Fall,2024-10-19,725.2,Proficient
200509,ELA,Spring,2025-04-14,605.2,Below
200509,Math,Fall,2024-10-16,630.3,Below
200509,Math,Spring,2025-04-25,775.9,Advanced
200579,ELA,Fall,2024-10-16,621.5,Below
200579,ELA,Spring,2025-04-13,651.3,Approaching
200579,Math,Fall,2024-10-08,741.8,Proficient
200579,Math,Spring,2025-04-17,733.0,Proficient
200384,ELA,Fall,2024-10-15,694.5,Approaching
200384,ELA,Spring,2025-04-14,771.5,Advanced
200384,Math,Fall,2024-10-11,613.7,Below
200384,Math,Spring,2025-04-22,633.3,Below
200037,ELA,Fall,2024-10-08,715.3,Proficient
200037,ELA,Spring,2025-04-26,613.6,Below
200037,Math,Fall,2024-10-12,690.2,Approaching
200037,Math,Spring,2025-04-20,700.7,Proficient
200576,ELA,Fall,2024-10-20,689.6,Approaching
200576,ELA,Spring,2025-04-18,624.7,Below
200576,Math,Fall,2024-10-15,811.9,Advanced
200576,Math,Spring,2025-04-22,750.7,Advanced
200203,ELA,Fall,2024-10-17,711.7,Proficient
200203,ELA,Spring,2025-04-25,697.4,Approaching
200203,Math,Fall,2024-10-13,713.7,Proficient
200203,Math,Spring,2025-04-17,606.6,Below
200023,ELA,Fall,2024-10-10,671.7,Approaching
200023,ELA,Spring,2025-04-17,674.8,Approaching
200023,Math,Fall,2024-10-12,735.0,Proficient
200023,Math,Spring,2025-04-24,737.6,Proficient
200279,ELA,Fall,2024-10-18,737.5,Proficient
200279,ELA,Spring,2025-04-26,728.5,Proficient
200279,Math,Fall,2024-10-15,730.1,Proficient
200279,Math,Spring,2025-04-20,733.8,Proficient
200475,ELA,Fall,2024-10-14,629.9,Below
200475,ELA,Spring,2025-04-23,787.5,Advanced
200475,Math,Fall,2024-10-12,680.6,Approaching
200475,Math,Spring,2025-04-15,667.0,Approaching
200383,ELA,Fall,2024-10-08,700.7,Proficient
200383,ELA,Spring,2025-04-24,764.7,Advanced
200383,Math,Fall,2024-10-12,717.0,Proficient
200383,Math,Spring,2025-04-15,681.4,Approaching
200581,ELA,Fall,2024-10-08,677.1,Approaching
200581,ELA,Spring,2025-04-14,750.2,Advanced
200581,Math,Fall,2024-10-11,794.9,Advanced
200581,Math,Spring,2025-04-16,590.0,Below
200071,ELA,Fall,2024-10-11,744.0,Proficient
200071,ELA,Spring,2025-04-23,710.3,Proficient
200071,Math,Fall,2024-10-14,744.6,Proficient
200071,Math,Spring,2025-04-20,690.8,Approaching
200693,ELA,Fall,2024-10-14,674.6,Approaching
200693,ELA,Spring,2025-04-18,684.4,Approaching
200693,Math,Fall,2024-10-16,683.1,Approaching
200693,Math,Spring,2025-04-17,706.0,Proficient
200783,ELA,Fall,2024-10-08,661.6,Approaching
200783,ELA,Spring,2025-04-26,633.0,Below
200783,Math,Fall,2024-10-15,792.9,Advanced
200783,Math,Spring,2025-04-20,723.9,Proficient
200614,ELA,Fall,2024-10-21,666.0,Approaching
200614,ELA,Spring,2025-04-19,657.5,Approaching
200614,Math,Fall,2024-10-20,765.7,Advanced
200614,Math,Spring,2025-04-22,701.4,Proficient
200385,ELA,Fall,2024-10-21,643.3,Below
200385,ELA,Spring,2025-04-24,688.7,Approaching
200385,Math,Fall,2024-10-20,764.7,Advanced
200385,Math,Spring,2025-04-13,652.5,Approaching
200193,ELA,Fall,2024-10-19,671.5,Approaching
200193,ELA,Spring,2025-04-23,739.3,Proficient
200193,Math,Fall,2024-10-09,692.2,Approaching
200193,Math,Spring,2025-04-16,653.0,Approaching
200758,ELA,Fall,2024-10-12,589.6,Below
200758,ELA,Spring,2025-04-20,728.7,Proficient
200758,Math,Fall,2024-10-16,818.5,Advanced
200758,Math,Spring,2025-04-25,779.7,Advanced
200399,ELA,Fall,2024-10-15,677.5,Approaching
200399,ELA,Spring,2025-04-19,697.1,Approaching
200399,Math,Fall,2024-10-10,834.7,Advanced
200399,Math,Spring,2025-04-16,746.0,Proficient
200610,ELA,Fall,2024-10-13,768.4,Advanced
200610,ELA,Spring,2025-04-24,674.4,Approaching
200610,Math,Fall,2024-10-08,745.3,Proficient
200610,Math,Spring,2025-04-16,720.4,Proficient
200573,ELA,Fall,2024-10-21,750.8,Advanced
200573,ELA,Spring,2025-04-21,690.1,Approaching
200573,Math,Fall,2024-10-14,668.5,Approaching
200573,Math,Spring,2025-04-17,663.7,Approaching
200463,ELA,Fall,2024-10-08,755.6,Advanced
200463,ELA,Spring,2025-04-13,736.4,Proficient
200463,Math,Fall,2024-10-19,771.8,Advanced
200463,Math,Spring,2025-04-15,649.5,Below
200342,ELA,Fall,2024-10-12,716.6,Proficient
200342,ELA,Spring,2025-04-25,765.0,Advanced
200342,Math,Fall,2024-10-15,676.9,Approaching
200342,Math,Spring,2025-04-15,670.2,Approaching
200212,ELA,Fall,2024-10-17,630.7,Below
200212,ELA,Spring,2025-04-17,685.5,Approaching
200212,Math,Fall,2024-10-20,704.0,Proficient
200212,Math,Spring,2025-04-26,657.6,Approaching
200312,ELA,Fall,2024-10-21,714.7,Proficient
200312,ELA,Spring,2025-04-13,655.9,Approaching
200312,Math,Fall,2024-10-09,773.4,Advanced
200312,Math,Spring,2025-04-14,713.1,Proficient
200330,ELA,Fall,2024-10-09,706.7,Proficient
200330,ELA,Spring,2025-04-25,654.0,Approaching
200330,Math,Fall,2024-10-08,640.8,Below
200330,Math,Spring,2025-04-22,692.8,Approaching
200604,ELA,Fall,2024-10-16,660.2,Approaching
200604,ELA,Spring,2025-04-22,665.1,Approaching
200604,Math,Fall,2024-10-17,694.4,Approaching
200604,Math,Spring,2025-04-25,714.3,Proficient
200148,ELA,Fall,2024-10-10,622.0,Below
200148,ELA,Spring,2025-04-16,687.8,Approaching
200148,Math,Fall,2024-10-19,700.4,Proficient
200148,Math,Spring,2025-04-17,699.8,Approaching
200261,ELA,Fall,2024-10-13,683.1,Approaching
200261,ELA,Spring,2025-04-15,709.9,Proficient
200261,Math,Fall,2024-10-08,883.9,Advanced
200261,Math,Spring,2025-04-25,752.4,Advanced
200770,ELA,Fall,2024-10-09,630.0,Below
200770,ELA,Spring,2025-04-15,704.4,Proficient
200770,Math,Fall,2024-10-15,810.5,Advanced
200770,Math,Spring,2025-04-15,667.0,Approaching
200663,ELA,Fall,2024-10-12,750.2,Advanced
200663,ELA,Spring,2025-04-26,648.5,Below
200663,Math,Fall,2024-10-15,790.9,Advanced
200663,Math,Spring,2025-04-26,762.7,Advanced
200635,ELA,Fall,2024-10-09,682.0,Approaching
200635,ELA,Spring,2025-04-26,813.0,Advanced
200635,Math,Fall,2024-10-10,617.2,Below
200635,Math,Spring,2025-04-24,706.3,Proficient
200011,ELA,Fall,2024-10-12,659.1,Approaching
200011,ELA,Spring,2025-04-23,717.3,Proficient
200011,Math,Fall,2024-10-09,715.4,Proficient
200011,Math,Spring,2025-04-17,700.3,Proficient
200617,ELA,Fall,2024-10-17,646.3,Below
200617,ELA,Spring,2025-04-14,727.0,Proficient
200617,Math,Fall,2024-10-15,747.6,Proficient
200617,Math,Spring,2025-04-21,716.6,Proficient
200613,ELA,Fall,2024-10-10,785.7,Advanced
200613,ELA,Spring,2025-04-22,690.7,Approaching
200613,Math,Fall,2024-10-15,731.2,Proficient
200613,Math,Spring,2025-04-23,793.5,Advanced
200591,ELA,Fall,2024-10-20,644.5,Below
200591,ELA,Spring,2025-04-20,683.0,Approaching
200591,Math,Fall,2024-10-18,816.3,Advanced
200591,Math,Spring,2025-04-14,622.8,Below
200357,ELA,Fall,2024-10-21,719.7,Proficient
200357,ELA,Spring,2025-04-18,697.6,Approaching
200357,Math,Fall,2024-10-18,730.0,Proficient
200357,Math,Spring,2025-04-20,683.3,Approaching
200296,ELA,Fall,2024-10-19,605.4,Below
200296,ELA,Spring,2025-04-25,682.3,Approaching
200296,Math,Fall,2024-10-12,756.0,Advanced
200296,Math,Spring,2025-04-26,793.3,Advanced
200712,ELA,Fall,2024-10-11,815.3,Advanced
200712,ELA,Spring,2025-04-17,691.1,Approaching
200712,Math,Fall,2024-10-18,707.3,Proficient
200712,Math,Spring,2025-04-22,756.4,Advanced
200724,ELA,Fall,2024-10-18,632.8,Below
200724,ELA,Spring,2025-04-24,608.1,Below
200724,Math,Fall,2024-10-10,734.3,Proficient
200724,Math,Spring,2025-04-17,709.7,Proficient
200681,ELA,Fall,2024-10-15,537.6,Below
200681,ELA,Spring,2025-04-15,626.7,Below
200681,Math,Fall,2024-10-12,658.5,Approaching
200681,Math,Spring,2025-04-17,630.6,Below
200288,ELA,Fall,2024-10-09,770.3,Advanced
200288,ELA,Spring,2025-04-13,827.0,Advanced
200288,Math,Fall,2024-10-10,696.2,Approaching
200288,Math,Spring,2025-04-24,687.0,Approaching
200500,ELA,Fall,2024-10-17,723.8,Proficient
200500,ELA,Spring,2025-04-18,621.7,Below
200500,Math,Fall,2024-10-17,688.4,Approaching
200500,Math,Spring,2025-04-19,640.1,Below
200230,ELA,Fall,2024-10-16,649.8,Below
200230,ELA,Spring,2025-04-23,671.3,Approaching
200230,Math,Fall,2024-10-13,729.6,Proficient
200230,Math,Spring,2025-04-14,587.1,Below
200776,ELA,Fall,2024-10-08,723.6,Proficient
200776,ELA,Spring,2025-04-16,772.2,Advanced
200776,Math,Fall,2024-10-18,831.6,Advanced
200776,Math,Spring,2025-04-13,686.6,Approaching
200179,ELA,Fall,2024-10-16,634.2,Below
200179,ELA,Spring,2025-04-15,752.1,Advanced
200179,Math,Fall,2024-10-11,729.8,Proficient
200179,Math,Spring,2025-04-21,800.4,Advanced
200072,ELA,Fall,2024-10-18,692.7,Approaching
200072,ELA,Spring,2025-04-16,679.6,Approaching
200072,Math,Fall,2024-10-20,705.6,Proficient
200072,Math,Spring,2025-04-20,797.0,Advanced
200278,ELA,Fall,2024-10-20,726.4,Proficient
200278,ELA,Spring,2025-04-23,779.1,Advanced
200278,Math,Fall,2024-10-21,703.5,Proficient
200278,Math,Spring,2025-04-17,702.4,Proficient
200325,ELA,Fall,2024-10-17,602.3,Below
200325,ELA,Spring,2025-04-18,824.8,Advanced
200325,Math,Fall,2024-10-08,791.8,Advanced
200325,Math,Spring,2025-04-21,732.5,Proficient
200472,ELA,Fall,2024-10-17,713.5,Proficient
200472,ELA,Spring,2025-04-16,762.7,Advanced
200472,Math,Fall,2024-10-08,718.6,Proficient
200472,Math,Spring,2025-04-18,730.8,Proficient
200258,ELA,Fall,2024-10-15,579.0,Below
200258,ELA,Spring,2025-04-18,778.0,Advanced
200258,Math,Fall,2024-10-10,731.6,Proficient
200258,Math,Spring,2025-04-19,759.0,Advanced
200735,ELA,Fall,2024-10-21,664.9,Approaching
200735,ELA,Spring,2025-04-19,670.6,Approaching
200735,Math,Fall,2024-10-12,704.4,Proficient
200735,Math,Spring,2025-04-18,698.2,Approaching
200176,ELA,Fall,2024-10-19,737.2,Proficient
200176,ELA,Spring,2025-04-14,697.0,Approaching
200176,Math,Fall,2024-10-15,670.3,Approaching
200176,Math,Spring,2025-04-15,656.5,Approaching
200392,ELA,Fall,2024-10-19,670.5,Approaching
200392,ELA,Spring,2025-04-17,706.8,Proficient
200392,Math,Fall,2024-10-17,694.0,Approaching
200392,Math,Spring,2025-04-24,747.3,Proficient
200727,ELA,Fall,2024-10-08,761.6,Advanced
200727,ELA,Spring,2025-04-20,855.2,Advanced
200727,Math,Fall,2024-10-17,767.1,Advanced
200727,Math,Spring,2025-04-22,742.0,Proficient
200553,ELA,Fall,2024-10-14,696.1,Approaching
200553,ELA,Spring,2025-04-24,746.2,Proficient
200553,Math,Fall,2024-10-18,653.3,Approaching
200553,Math,Spring,2025-04-24,772.9,Advanced
200703,ELA,Fall,2024-10-16,705.2,Proficient
200703,ELA,Spring,2025-04-15,659.0,Approaching
200703,Math,Fall,2024-10-18,715.8,Proficient
200703,Math,Spring,2025-04-23,806.3,Advanced
200438,ELA,Fall,2024-10-16,765.7,Advanced
200438,ELA,Spring,2025-04-23,690.0,Approaching
200438,Math,Fall,2024-10-14,698.0,Approaching
200438,Math,Spring,2025-04-16,718.7,Proficient
200042,ELA,Fall,2024-10-13,664.0,Approaching
200042,ELA,Spring,2025-04-20,677.1,Approaching
200042,Math,Fall,2024-10-21,644.4,Below
200042,Math,Spring,2025-04-19,733.6,Proficient
200126,ELA,Fall,2024-10-09,723.0,Proficient
200126,ELA,Spring,2025-04-17,733.3,Proficient
200126,Math,Fall,2024-10-11,629.9,Below
200126,Math,Spring,2025-04-22,699.7,Approaching
200488,ELA,Fall,2024-10-17,797.7,Advanced
200488,ELA,Spring,2025-04-20,646.1,Below
200488,Math,Fall,2024-10-13,694.8,Approaching
200488,Math,Spring,2025-04-19,730.8,Proficient
200123,ELA,Fall,2024-10-12,635.1,Below
200123,ELA,Spring,2025-04-14,738.9,Proficient
200123,Math,Fall,2024-10-14,727.9,Proficient
200123,Math,Spring,2025-04-23,674.1,Approaching
200798,ELA,Fall,2024-10-11,685.1,Approaching
200798,ELA,Spring,2025-04-14,743.6,Proficient
200798,Math,Fall,2024-10-09,713.2,Proficient
200798,Math,Spring,2025-04-23,721.2,Proficient
200240,ELA,Fall,2024-10-14,742.6,Proficient
200240,ELA,Spring,2025-04-14,792.8,Advanced
200240,Math,Fall,2024-10-08,727.9,Proficient
200240,Math,Spring,2025-04-25,651.3,Approaching
200322,ELA,Fall,2024-10-18,698.6,Approaching
200322,ELA,Spring,2025-04-26,694.4,Approaching
200322,Math,Fall,2024-10-15,696.9,Approaching
200322,Math,Spring,2025-04-22,707.2,Proficient
200600,ELA,Fall,2024-10-09,623.9,Below
200600,ELA,Spring,2025-04-25,591.1,Below
200600,Math,Fall,2024-10-11,718.9,Proficient
200600,Math,Spring,2025-04-18,706.7,Proficient
200178,ELA,Fall,2024-10-13,704.4,Proficient
200178,ELA,Spring,2025-04-18,680.1,Approaching
200178,Math,Fall,2024-10-13,686.6,Approaching
200178,Math,Spring,2025-04-17,702.1,Proficient
200577,ELA,Fall,2024-10-09,736.6,Proficient
200577,ELA,Spring,2025-04-18,696.5,Approaching
200577,Math,Fall,2024-10-18,695.2,Approaching
200577,Math,Spring,2025-04-19,716.4,Proficient
200480,ELA,Fall,2024-10-20,719.3,Proficient
200480,ELA,Spring,2025-04-18,700.4,Proficient
200480,Math,Fall,2024-10-10,716.4,Proficient
200480,Math,Spring,2025-04-13,678.2,Approaching
200716,ELA,Fall,2024-10-13,737.8,Proficient
200716,ELA,Spring,2025-04-16,595.6,Below
200716,Math,Fall,2024-10-10,689.0,Approaching
200716,Math,Spring,2025-04-26,654.2,Approaching
200052,ELA,Fall,2024-10-13,684.8,Approaching
200052,ELA,Spring,2025-04-20,640.6,Below
200052,Math,Fall,2024-10-10,726.8,Proficient
200052,Math,Spring,2025-04-15,770.0,Advanced
200104,ELA,Fall,2024-10-11,748.4,Proficient
200104,ELA,Spring,2025-04-19,701.0,Proficient
200104,Math,Fall,2024-10-13,704.0,Proficient
200104,Math,Spring,2025-04-24,813.4,Advanced
200003,ELA,Fall,2024-10-12,640.6,Below
200003,ELA,Spring,2025-04-17,571.4,Below
200003,Math,Fall,2024-10-10,735.2,Proficient
200003,Math,Spring,2025-04-20,660.6,Approaching
200560,ELA,Fall,2024-10-08,593.3,Below
200560,ELA,Spring,2025-04-25,675.6,Approaching
200560,Math,Fall,2024-10-12,670.9,Approaching
200560,Math,Spring,2025-04-13,725.7,Proficient
200595,ELA,Fall,2024-10-09,636.1,Below
200595,ELA,Spring,2025-04-16,747.8,Proficient
200595,Math,Fall,2024-10-17,733.1,Proficient
200595,Math,Spring,2025-04-23,642.2,Below
200343,ELA,Fall,2024-10-17,600.4,Below
